8388608 0.000194
16777216 0.000040
33554432 0.000066
67108864 0.000069
134217728 0.000023
268435456 0.000015
536870912 0.000003
1073741824 0.000018
2 0.068563
4 0.071509
8 0.183578
16 0.016753
32 0.054399
64 0.013126
128 0.013080
256 0.021464
512 0.033246
1024 0.019287
2048 0.018000
4096 0.012361
8192 0.007187
16384 0.003070
32768 0.001198
65536 0.001917
131072 0.001057
262144 0.000375
524288 0.000102
1048576 0.000157
2097152 0.000288
4194304 0.000225
8388608 0.000200
16777216 0.000096
33554432 0.000126
67108864 0.000056
134217728 0.000025
268435456 0.000017
536870912 0.000020
1073741824 0.000005
2 0.002273
4 0.021003
8 0.087367
16 0.096302
32 0.027796
64 0.011234
128 0.025230
256 0.001666
512 0.012150
1024 0.020557
2048 0.008019
4096 0.010469
8192 0.005359
16384 0.001867
32768 0.001952
65536 0.000336
131072 0.000921
262144 0.000519
524288 0.000544
1048576 0.000488
2097152 0.000325
4194304 0.000333
8388608 0.000153
16777216 0.000050
33554432 0.000075
67108864 0.000071
134217728 0.000002
268435456 0.000066
536870912 0.000011
1073741824 0.000001
2 0.344695
4 0.218126
8 0.126935
16 0.021040
32 0.002279
64 0.012195
128 0.032367
256 0.004509
512 0.012967
1024 0.001465
2048 0.002677
4096 0.003102
8192 0.000086
16384 0.000979
32768 0.000149
65536 0.000028
131072 0.000136
262144 0.000176
524288 0.000310
1048576 0.000184
2097152 0.000116
4194304 0.000074
8388608 0.000118
16777216 0.000036
33554432 0.000099
67108864 0.000005
134217728 0.000019
268435456 0.000002
536870912 0.000014
1073741824 0.000008
2 0.193399
4 0.243835
8 0.132317
16 0.034058
32 0.049066
64 0.027951
128 0.007672
256 0.001636
512 0.003299
1024 0.002169
2048 0.006550
4096 0.000217
8192 0.001008
16384 0.003882
32768 0.003519
65536 0.002607
131072 0.002162
262144 0.000547
524288 0.000604
1048576 0.000059
2097152 0.000355
4194304 0.000110
8388608 0.000108
16777216 0.000133
33554432 0.000103
67108864 0.000054
134217728 0.000056
268435456 0.000007
536870912 0.000021
1073741824 0.000002
2 0.096376
4 0.104913
8 0.181554
16 0.009988
32 0.028089
64 0.064263
128 0.024834
256 0.033597
512 0.040309
1024 0.025395
2048 0.019196
4096 0.010176
8192 0.003036
16384 0.004325
32768 0.001312
65536 0.000160
131072 0.000334
262144 0.000120
524288 0.000376
1048576 0.000434
2097152 0.000036
4194304 0.000158
8388608 0.000200
16777216 0.000066
33554432 0.000069
67108864 0.000020
134217728 0.000009
268435456 0.000001
536870912 0.000006
1073741824 0.000003
2 0.220672
4 0.012734
8 0.106238
16 0.065068
32 0.009426
64 0.021380
128 0.022715
256 0.025407
512 0.009206
1024 0.003130
2048 0.000899
4096 0.002596
8192 0.004628
16384 0.002000
32768 0.000634
65536 0.001757
131072 0.000539
262144 0.000713
524288 0.000462
1048576 0.000085
2097152 0.000187
4194304 0.000055
8388608 0.000046
16777216 0.000083
33554432 0.000042
67108864 0.000035
134217728 0.000016
268435456 0.000000
536870912 0.000006
1073741824 0.000000
2 0.047791
4 0.202940
8 0.061455
16 0.103133
32 0.072651
64 0.080755
128 0.062584
256 0.032179
512 0.010902
1024 0.002153
2048 0.002628
4096 0.000498
8192 0.002300
16384 0.001966
32768 0.000595
65536 0.001157
131072 0.000725
262144 0.000009
524288 0.000139
1048576 0.000543
2097152 0.000282
4194304 0.000323
8388608 0.000144
16777216 0.000011
33554432 0.000004
67108864 0.000033
134217728 0.000006
268435456 0.000017
536870912 0.000006
1073741824 0.000010
2 0.205710
4 0.117050
8 0.087388
16 0.101931
32 0.039617
64 0.058642
128 0.074809
256 0.057464
512 0.024128
1024 0.005624
2048 0.004182
4096 0.002795
8192 0.002564
16384 0.001640
32768 0.002117
65536 0.001447
131072 0.000949
262144 0.000405
524288 0.000634
1048576 0.000163
2097152 0.000059
4194304 0.000092
8388608 0.000012
16777216 0.000051
33554432 0.000020
67108864 0.000036
134217728 0.000030
268435456 0.000013
536870912 0.000012
1073741824 0.000002
2 0.174416
4 0.050609
8 0.102924
16 0.068963
32 0.024032
64 0.031474
128 0.011611
256 0.021767
512 0.021224
1024 0.003654
2048 0.006703
4096 0.007157
8192 0.001723
16384 0.001017
32768 0.000989
65536 0.000144
131072 0.001049
262144 0.000541
524288 0.000398
1048576 0.000310
2097152 0.000208
4194304 0.000170
8388608 0.000216
16777216 0.000100
33554432 0.000077
67108864 0.000025
134217728 0.000013
268435456 0.000006
536870912 0.000013
1073741824 0.000013
2 0.027355
4 0.056791
8 0.184177
16 0.131392
32 0.004977
64 0.007562
128 0.024429
256 0.012334
512 0.000315
1024 0.004484
2048 0.005081
4096 0.005774
8192 0.002008
16384 0.001366
32768 0.001813
65536 0.001685
131072 0.000257
262144 0.000736
524288 0.000490
1048576 0.000103
2097152 0.000118
4194304 0.000118
8388608 0.000130
16777216 0.000001
33554432 0.000008
67108864 0.000011
134217728 0.000014
268435456 0.000009
536870912 0.000014
1073741824 0.000005
2 0.436573
4 0.380093
8 0.107683
16 0.088114
32 0.041908
64 0.017693
128 0.011258
256 0.013252
512 0.008598
1024 0.005587
2048 0.003740
4096 0.002957
8192 0.002719
16384 0.005857
32768 0.004139
65536 0.001304
131072 0.000065
262144 0.000284
524288 0.000249
1048576 0.000156
2097152 0.000325
4194304 0.000262
8388608 0.000098
16777216 0.000059
33554432 0.000048
67108864 0.000046
134217728 0.000004
268435456 0.000010
536870912 0.000028
1073741824 0.000011
2 0.244108
4 0.197576
8 0.161323
16 0.040076
32 0.006456
64 0.051000
128 0.025750
256 0.002413
512 0.001438
1024 0.000783
2048 0.013974
4096 0.010453
8192 0.002296
16384 0.002471
32768 0.001985
65536 0.001017
131072 0.000988
262144 0.000660
524288 0.000254
1048576 0.000097
2097152 0.000014
4194304 0.000140
8388608 0.000185
16777216 0.000071
33554432 0.000045
67108864 0.000060
134217728 0.000038
268435456 0.000029
536870912 0.000041
1073741824 0.000009
2 0.085774
4 0.177568
8 0.130283
16 0.122764
32 0.074725
64 0.040305
128 0.000483
256 0.002931
512 0.013701
1024 0.011626
2048 0.011805
4096 0.001898
8192 0.002782
16384 0.001538
32768 0.000097
65536 0.000340
131072 0.000492
262144 0.000030
524288 0.000087
1048576 0.000072
2097152 0.000115
4194304 0.000039
8388608 0.000081
16777216 0.000037
33554432 0.000027
67108864 0.000069
134217728 0.000044
268435456 0.000033
536870912 0.000012
1073741824 0.000019
2 0.078692
4 0.141174
8 0.038239
16 0.019128
32 0.039358
64 0.069309
128 0.050686
256 0.024898
512 0.020226
1024 0.007235
2048 0.005742
4096 0.001077
8192 0.000015
16384 0.001224
32768 0.001095
65536 0.000133
131072 0.000526
262144 0.001164
524288 0.000577
1048576 0.000516
2097152 0.000354
4194304 0.000152
8388608 0.000024
16777216 0.000000
33554432 0.000054
67108864 0.000008
134217728 0.000009
268435456 0.000021
536870912 0.000002
1073741824 0.000002
2 0.252905
4 0.014389
8 0.006094
16 0.043257
32 0.033896
64 0.029149
128 0.009830
256 0.003091
512 0.011690
1024 0.006048
2048 0.003457
4096 0.001527
8192 0.001381
16384 0.000147
32768 0.000451
65536 0.000526
131072 0.000214
262144 0.000013
524288 0.000105
1048576 0.000097
2097152 0.000215
4194304 0.000096
8388608 0.000030
16777216 0.000081
33554432 0.000033
67108864 0.000059
134217728 0.000029
268435456 0.000015
536870912 0.000010
1073741824 0.000011
2 0.430975
4 0.013819
8 0.141741
16 0.076294
32 0.028992
64 0.020652
128 0.001498
256 0.006746
512 0.006411
1024 0.000374
2048 0.006932
4096 0.002025
8192 0.002510
16384 0.000410
32768 0.000711
65536 0.000593
131072 0.000359
262144 0.000779
524288 0.000999
1048576 0.000614
2097152 0.000311
4194304 0.000263
8388608 0.000018
16777216 0.000058
33554432 0.000023
67108864 0.000005
134217728 0.000038
268435456 0.000001
536870912 0.000008
1073741824 0.000000
2 0.028198
4 0.062815
8 0.087848
16 0.069401
32 0.012932
64 0.033672
128 0.007429
256 0.023391
512 0.013173
1024 0.008507
2048 0.015570
4096 0.011507
8192 0.009107
16384 0.007022
32768 0.005357
65536 0.003176
131072 0.000930
262144 0.000687
524288 0.000713
1048576 0.000646
2097152 0.000129
4194304 0.000055
8388608 0.000010
16777216 0.000020
33554432 0.000024
67108864 0.000069
134217728 0.000013
268435456 0.000009
536870912 0.000010
1073741824 0.000018
2 0.184175
4 0.050331
8 0.102407
16 0.033042
32 0.011590
64 0.025343
128 0.027610
256 0.032815
512 0.024236
1024 0.028256
2048 0.003460
4096 0.005078
8192 0.003389
16384 0.000546
32768 0.001086
65536 0.000032
131072 0.000552
262144 0.000941
524288 0.000513
1048576 0.000894
2097152 0.000365
4194304 0.000265
8388608 0.000151
16777216 0.000053
33554432 0.000019
67108864 0.000134
134217728 0.000063
268435456 0.000014
536870912 0.000019
1073741824 0.000020
2 0.329915
4 0.253804
8 0.090860
16 0.045101
32 0.004600
64 0.004141
128 0.000561
256 0.004682
512 0.021679
1024 0.009539
2048 0.004066
4096 0.006470
8192 0.005595
16384 0.004170
32768 0.000785
65536 0.000666
131072 0.000579
262144 0.000342
524288 0.000049
1048576 0.000029
2097152 0.000184
4194304 0.000100
8388608 0.000215
16777216 0.000018
33554432 0.000045
67108864 0.000012
134217728 0.000053
268435456 0.000019
536870912 0.000010
1073741824 0.000021
2 0.140583
4 0.036855
8 0.075297
16 0.066072
32 0.004715
64 0.019317
128 0.020500
256 0.015274
512 0.024104
1024 0.009368
2048 0.016046
4096 0.007333
8192 0.009458
16384 0.005950
32768 0.003124
65536 0.001335
131072 0.000376
262144 0.000301
524288 0.000141
1048576 0.000032
2097152 0.000308
4194304 0.000139
8388608 0.000075
16777216 0.000044
33554432 0.000007
67108864 0.000029
134217728 0.000014
268435456 0.000018
536870912 0.000009
1073741824 0.000001
2 0.330490
4 0.316471
8 0.202199
16 0.152675
32 0.020157
64 0.030447
128 0.016107
256 0.012127
512 0.002867
1024 0.018856
2048 0.023050
4096 0.010461
8192 0.003777
16384 0.002908
32768 0.003243
65536 0.000557
131072 0.000910
262144 0.000790
524288 0.000334
1048576 0.000189
2097152 0.000131
4194304 0.000053
8388608 0.000037
16777216 0.000058
33554432 0.000036
67108864 0.000018
134217728 0.000009
268435456 0.000024
536870912 0.000007
1073741824 0.000003
2 0.026598
4 0.088209
8 0.147653
16 0.078334
32 0.137329
64 0.058929
128 0.029760
256 0.000277
512 0.004711
1024 0.007972
2048 0.010550
4096 0.001639
8192 0.002332
16384 0.001762
32768 0.001893
65536 0.001678
131072 0.000807
262144 0.000573
524288 0.000129
1048576 0.000054
2097152 0.000075
4194304 0.000156
8388608 0.000023
16777216 0.000045
33554432 0.000023
67108864 0.000061
134217728 0.000055
268435456 0.000033
536870912 0.000013
1073741824 0.000009
2 0.090921
4 0.108326
8 0.101842
16 0.075848
32 0.004520
64 0.005017
128 0.023748
256 0.023432
512 0.002317
1024 0.002492
2048 0.002398
4096 0.001089
8192 0.003332
16384 0.000764
32768 0.000516
65536 0.000893
131072 0.001126
262144 0.001554
524288 0.001143
1048576 0.000762
2097152 0.000394
4194304 0.000231
8388608 0.000063
16777216 0.000034
33554432 0.000019
67108864 0.000032
134217728 0.000026
268435456 0.000006
536870912 0.000019
1073741824 0.000027
2 0.070880
4 0.030410
8 0.033748
16 0.005728
32 0.051661
64 0.025067
128 0.016422
256 0.019420
512 0.007439
1024 0.007771
2048 0.003115
4096 0.000143
8192 0.000826
16384 0.003216
32768 0.002670
65536 0.001701
131072 0.001499
262144 0.000658
524288 0.000122
1048576 0.000188
2097152 0.000133
4194304 0.000101
8388608 0.000082
16777216 0.000013
33554432 0.000045
67108864 0.000008
134217728 0.000004
268435456 0.000019
536870912 0.000007
1073741824 0.000001
2 0.074134
4 0.037171
8 0.142817
16 0.030137
32 0.019672
64 0.019366
128 0.005144
256 0.005445
512 0.010957
1024 0.007332
2048 0.001456
4096 0.002070
8192 0.000577
16384 0.001782
32768 0.000534
65536 0.001379
131072 0.001207
262144 0.001138
524288 0.001018
1048576 0.000519
2097152 0.000363
4194304 0.000319
8388608 0.000146
16777216 0.000087
33554432 0.000060
67108864 0.000026
134217728 0.000012
268435456 0.000003
536870912 0.000010
1073741824 0.000006
