2 0.208301
4 0.119976
8 0.018024
16 0.064179
32 0.057605
64 0.032581
128 0.007989
256 0.014519
512 0.004733
1024 0.011392
2048 0.001934
4096 0.004084
8192 0.000806
16384 0.000758
32768 0.001133
65536 0.001408
131072 0.000941
262144 0.000961
524288 0.000946
1048576 0.000329
2097152 0.000084
4194304 0.000045
8388608 0.000065
16777216 0.000070
33554432 0.000092
67108864 0.000024
134217728 0.000011
268435456 0.000022
536870912 0.000005
1073741824 0.000008
