thread 0, x=-0.997000, f=0.501502
thread 0, x=-0.996800, f=0.501603
thread 0, x=-0.996600, f=0.501703
thread 3, x=0.504550, f=0.797085
thread 1, x=-0.495950, f=0.802590
thread 1, x=-0.495750, f=0.802718
thread 1, x=-0.495550, f=0.802846
thread 1, x=-0.495350, f=0.802973
thread 3, x=0.504750, f=0.796957
thread 0, x=-0.996400, f=0.501803
thread 3, x=0.504950, f=0.796829
thread 0, x=-0.996200, f=0.501904
thread 1, x=-0.495150, f=0.803101
thread 1, x=-0.494949, f=0.803229
thread 0, x=-0.996000, f=0.502004
thread 0, x=-0.995800, f=0.502105
thread 0, x=-0.995600, f=0.502205
thread 0, x=-0.995400, f=0.502306
thread 3, x=0.505151, f=0.796700
thread 0, x=-0.995200, f=0.502406
thread 2, x=0.003700, f=0.999986
thread 2, x=0.003900, f=0.999985
thread 2, x=0.004100, f=0.999983
thread 2, x=0.004300, f=0.999982
thread 2, x=0.004500, f=0.999980
thread 2, x=0.004700, f=0.999978
thread 3, x=0.505351, f=0.796572
thread 3, x=0.505551, f=0.796444
thread 3, x=0.505751, f=0.796316
thread 3, x=0.505951, f=0.796187
thread 3, x=0.506151, f=0.796059
thread 3, x=0.506351, f=0.795931
thread 2, x=0.004900, f=0.999976
thread 0, x=-0.994999, f=0.502507
thread 0, x=-0.994799, f=0.502607
thread 0, x=-0.994599, f=0.502708
thread 0, x=-0.994399, f=0.502808
thread 0, x=-0.994199, f=0.502909
thread 2, x=0.005101, f=0.999974
thread 1, x=-0.494749, f=0.803357
thread 3, x=0.506551, f=0.795802
thread 1, x=-0.494549, f=0.803484
thread 1, x=-0.494349, f=0.803612
thread 3, x=0.506751, f=0.795674
thread 3, x=0.506951, f=0.795546
thread 1, x=-0.494149, f=0.803740
thread 1, x=-0.493949, f=0.803868
thread 0, x=-0.993999, f=0.503009
thread 1, x=-0.493749, f=0.803995
thread 3, x=0.507151, f=0.795417
thread 1, x=-0.493549, f=0.804123
thread 2, x=0.005301, f=0.999972
thread 2, x=0.005501, f=0.999970
thread 2, x=0.005701, f=0.999968
thread 2, x=0.005901, f=0.999965
thread 2, x=0.006101, f=0.999963
thread 2, x=0.006301, f=0.999960
thread 2, x=0.006501, f=0.999958
thread 2, x=0.006701, f=0.999955
thread 2, x=0.006901, f=0.999952
thread 2, x=0.007101, f=0.999950
thread 2, x=0.007301, f=0.999947
thread 2, x=0.007501, f=0.999944
thread 2, x=0.007701, f=0.999941
thread 2, x=0.007901, f=0.999938
thread 2, x=0.008101, f=0.999934
thread 2, x=0.008301, f=0.999931
thread 2, x=0.008501, f=0.999928
thread 2, x=0.008701, f=0.999924
thread 2, x=0.008901, f=0.999921
thread 2, x=0.009101, f=0.999917
thread 2, x=0.009301, f=0.999914
thread 2, x=0.009501, f=0.999910
thread 2, x=0.009701, f=0.999906
thread 2, x=0.009901, f=0.999902
thread 2, x=0.010101, f=0.999898
thread 2, x=0.010301, f=0.999894
thread 0, x=-0.993799, f=0.503110
thread 0, x=-0.993599, f=0.503211
thread 3, x=0.507351, f=0.795289
thread 3, x=0.507551, f=0.795160
thread 3, x=0.507751, f=0.795032
thread 3, x=0.507951, f=0.794904
thread 3, x=0.508151, f=0.794775
thread 3, x=0.508351, f=0.794647
thread 3, x=0.508551, f=0.794518
thread 3, x=0.508751, f=0.794390
thread 2, x=0.010501, f=0.999890
thread 2, x=0.010701, f=0.999886
thread 2, x=0.010901, f=0.999881
thread 2, x=0.011101, f=0.999877
thread 2, x=0.011301, f=0.999872
thread 2, x=0.011501, f=0.999868
thread 2, x=0.011701, f=0.999863
thread 2, x=0.011901, f=0.999858
thread 2, x=0.012101, f=0.999854
thread 0, x=-0.993399, f=0.503311
thread 0, x=-0.993199, f=0.503412
thread 0, x=-0.992999, f=0.503513
thread 0, x=-0.992799, f=0.503613
thread 0, x=-0.992599, f=0.503714
thread 0, x=-0.992399, f=0.503815
thread 1, x=-0.493349, f=0.804251
thread 1, x=-0.493149, f=0.804378
thread 1, x=-0.492949, f=0.804506
thread 1, x=-0.492749, f=0.804633
thread 1, x=-0.492549, f=0.804761
thread 1, x=-0.492349, f=0.804889
thread 1, x=-0.492149, f=0.805016
thread 1, x=-0.491949, f=0.805144
thread 1, x=-0.491749, f=0.805271
thread 1, x=-0.491549, f=0.805399
thread 1, x=-0.491349, f=0.805527
thread 1, x=-0.491149, f=0.805654
thread 1, x=-0.490949, f=0.805782
thread 1, x=-0.490749, f=0.805909
thread 1, x=-0.490549, f=0.806037
thread 1, x=-0.490349, f=0.806164
thread 1, x=-0.490149, f=0.806292
thread 1, x=-0.489949, f=0.806419
thread 1, x=-0.489749, f=0.806547
thread 1, x=-0.489549, f=0.806674
thread 1, x=-0.489349, f=0.806801
thread 1, x=-0.489149, f=0.806929
thread 1, x=-0.488949, f=0.807056
thread 1, x=-0.488749, f=0.807184
thread 1, x=-0.488549, f=0.807311
thread 1, x=-0.488349, f=0.807438
thread 1, x=-0.488149, f=0.807566
thread 1, x=-0.487949, f=0.807693
thread 1, x=-0.487749, f=0.807820
thread 1, x=-0.487549, f=0.807948
thread 1, x=-0.487349, f=0.808075
thread 1, x=-0.487149, f=0.808202
thread 1, x=-0.486949, f=0.808330
thread 1, x=-0.486749, f=0.808457
thread 1, x=-0.486549, f=0.808584
thread 1, x=-0.486349, f=0.808711
thread 1, x=-0.486149, f=0.808839
thread 1, x=-0.485949, f=0.808966
thread 1, x=-0.485749, f=0.809093
thread 1, x=-0.485549, f=0.809220
thread 1, x=-0.485349, f=0.809348
thread 1, x=-0.485149, f=0.809475
thread 1, x=-0.484948, f=0.809602
thread 1, x=-0.484748, f=0.809729
thread 1, x=-0.484548, f=0.809856
thread 1, x=-0.484348, f=0.809983
thread 1, x=-0.484148, f=0.810110
thread 3, x=0.508951, f=0.794262
thread 3, x=0.509151, f=0.794133
thread 3, x=0.509351, f=0.794005
thread 3, x=0.509551, f=0.793876
thread 3, x=0.509751, f=0.793748
thread 3, x=0.509951, f=0.793619
thread 3, x=0.510151, f=0.793491
thread 3, x=0.510351, f=0.793362
thread 3, x=0.510551, f=0.793234
thread 3, x=0.510751, f=0.793105
thread 3, x=0.510951, f=0.792977
thread 3, x=0.511151, f=0.792848
thread 3, x=0.511351, f=0.792720
thread 3, x=0.511551, f=0.792591
thread 3, x=0.511751, f=0.792463
thread 3, x=0.511951, f=0.792334
thread 3, x=0.512151, f=0.792205
thread 3, x=0.512351, f=0.792077
thread 3, x=0.512551, f=0.791948
thread 3, x=0.512751, f=0.791820
thread 3, x=0.512951, f=0.791691
thread 3, x=0.513151, f=0.791562
thread 3, x=0.513351, f=0.791434
thread 3, x=0.513551, f=0.791305
thread 3, x=0.513751, f=0.791176
thread 3, x=0.513951, f=0.791048
thread 3, x=0.514151, f=0.790919
thread 3, x=0.514351, f=0.790791
thread 3, x=0.514551, f=0.790662
thread 3, x=0.514751, f=0.790533
thread 3, x=0.514951, f=0.790404
thread 3, x=0.515152, f=0.790276
thread 3, x=0.515352, f=0.790147
thread 3, x=0.515552, f=0.790018
thread 3, x=0.515752, f=0.789890
thread 3, x=0.515952, f=0.789761
thread 3, x=0.516152, f=0.789632
thread 3, x=0.516352, f=0.789503
thread 0, x=-0.992199, f=0.503916
thread 0, x=-0.991999, f=0.504016
thread 0, x=-0.991799, f=0.504117
thread 0, x=-0.991599, f=0.504218
thread 0, x=-0.991399, f=0.504319
thread 0, x=-0.991199, f=0.504420
thread 0, x=-0.990999, f=0.504521
thread 0, x=-0.990799, f=0.504622
thread 0, x=-0.990599, f=0.504723
thread 0, x=-0.990399, f=0.504824
thread 0, x=-0.990199, f=0.504925
thread 0, x=-0.989999, f=0.505026
thread 0, x=-0.989799, f=0.505127
thread 2, x=0.012301, f=0.999849
thread 2, x=0.012501, f=0.999844
thread 2, x=0.012701, f=0.999839
thread 2, x=0.012901, f=0.999834
thread 2, x=0.013101, f=0.999828
thread 2, x=0.013301, f=0.999823
thread 3, x=0.516552, f=0.789375
thread 2, x=0.013501, f=0.999818
thread 2, x=0.013701, f=0.999812
thread 2, x=0.013901, f=0.999807
thread 2, x=0.014101, f=0.999801
thread 0, x=-0.989599, f=0.505228
thread 3, x=0.516752, f=0.789246
thread 2, x=0.014301, f=0.999796
thread 2, x=0.014501, f=0.999790
thread 2, x=0.014701, f=0.999784
thread 2, x=0.014901, f=0.999778
thread 2, x=0.015102, f=0.999772
thread 3, x=0.516952, f=0.789117
thread 1, x=-0.483948, f=0.810237
thread 3, x=0.517152, f=0.788988
thread 1, x=-0.483748, f=0.810365
thread 1, x=-0.483548, f=0.810492
thread 1, x=-0.483348, f=0.810619
thread 1, x=-0.483148, f=0.810746
thread 1, x=-0.482948, f=0.810873
thread 1, x=-0.482748, f=0.811000
thread 0, x=-0.989399, f=0.505329
thread 1, x=-0.482548, f=0.811127
thread 0, x=-0.989199, f=0.505430
thread 2, x=0.015302, f=0.999766
thread 3, x=0.517352, f=0.788860
thread 0, x=-0.988999, f=0.505531
thread 3, x=0.517552, f=0.788731
thread 1, x=-0.482348, f=0.811254
thread 1, x=-0.482148, f=0.811381
thread 2, x=0.015502, f=0.999760
thread 2, x=0.015702, f=0.999754
thread 2, x=0.015902, f=0.999747
thread 2, x=0.016102, f=0.999741
thread 2, x=0.016302, f=0.999734
thread 0, x=-0.988799, f=0.505632
thread 0, x=-0.988599, f=0.505733
thread 0, x=-0.988399, f=0.505834
thread 0, x=-0.988199, f=0.505935
thread 0, x=-0.987999, f=0.506037
thread 0, x=-0.987799, f=0.506138
thread 0, x=-0.987599, f=0.506239
thread 0, x=-0.987399, f=0.506340
thread 0, x=-0.987199, f=0.506442
thread 0, x=-0.986999, f=0.506543
thread 0, x=-0.986799, f=0.506644
thread 1, x=-0.481948, f=0.811508
thread 0, x=-0.986599, f=0.506746
thread 0, x=-0.986399, f=0.506847
thread 2, x=0.016502, f=0.999728
thread 2, x=0.016702, f=0.999721
thread 3, x=0.517752, f=0.788602
thread 3, x=0.517952, f=0.788473
thread 3, x=0.518152, f=0.788344
thread 3, x=0.518352, f=0.788215
thread 3, x=0.518552, f=0.788087
thread 1, x=-0.481748, f=0.811635
thread 1, x=-0.481548, f=0.811762
thread 1, x=-0.481348, f=0.811889
thread 2, x=0.016902, f=0.999714
thread 2, x=0.017102, f=0.999708
thread 2, x=0.017302, f=0.999701
thread 1, x=-0.481148, f=0.812016
thread 1, x=-0.480948, f=0.812142
thread 1, x=-0.480748, f=0.812269
thread 0, x=-0.986199, f=0.506948
thread 3, x=0.518752, f=0.787958
thread 3, x=0.518952, f=0.787829
thread 3, x=0.519152, f=0.787700
thread 3, x=0.519352, f=0.787571
thread 0, x=-0.985999, f=0.507050
thread 0, x=-0.985799, f=0.507151
thread 0, x=-0.985599, f=0.507253
thread 0, x=-0.985399, f=0.507354
thread 0, x=-0.985199, f=0.507456
thread 0, x=-0.984998, f=0.507557
thread 0, x=-0.984798, f=0.507659
thread 0, x=-0.984598, f=0.507760
thread 0, x=-0.984398, f=0.507862
thread 2, x=0.017502, f=0.999694
thread 0, x=-0.984198, f=0.507963
thread 2, x=0.017702, f=0.999687
thread 3, x=0.519552, f=0.787442
thread 2, x=0.017902, f=0.999680
thread 1, x=-0.480548, f=0.812396
thread 2, x=0.018102, f=0.999672
thread 0, x=-0.983998, f=0.508065
thread 0, x=-0.983798, f=0.508166
thread 0, x=-0.983598, f=0.508268
thread 0, x=-0.983398, f=0.508370
thread 0, x=-0.983198, f=0.508471
thread 0, x=-0.982998, f=0.508573
thread 0, x=-0.982798, f=0.508675
thread 0, x=-0.982598, f=0.508777
thread 0, x=-0.982398, f=0.508878
thread 0, x=-0.982198, f=0.508980
thread 0, x=-0.981998, f=0.509082
thread 3, x=0.519752, f=0.787313
thread 0, x=-0.981798, f=0.509184
thread 0, x=-0.981598, f=0.509286
thread 3, x=0.519952, f=0.787185
thread 0, x=-0.981398, f=0.509387
thread 0, x=-0.981198, f=0.509489
thread 2, x=0.018302, f=0.999665
thread 2, x=0.018502, f=0.999658
thread 2, x=0.018702, f=0.999650
thread 1, x=-0.480348, f=0.812523
thread 0, x=-0.980998, f=0.509591
thread 3, x=0.520152, f=0.787056
thread 3, x=0.520352, f=0.786927
thread 3, x=0.520552, f=0.786798
thread 3, x=0.520752, f=0.786669
thread 0, x=-0.980798, f=0.509693
thread 0, x=-0.980598, f=0.509795
thread 0, x=-0.980398, f=0.509897
thread 1, x=-0.480148, f=0.812650
thread 0, x=-0.980198, f=0.509999
thread 3, x=0.520952, f=0.786540
thread 0, x=-0.979998, f=0.510101
thread 0, x=-0.979798, f=0.510203
thread 3, x=0.521152, f=0.786411
thread 1, x=-0.479948, f=0.812777
thread 2, x=0.018902, f=0.999643
thread 1, x=-0.479748, f=0.812904
thread 1, x=-0.479548, f=0.813030
thread 3, x=0.521352, f=0.786282
thread 3, x=0.521552, f=0.786153
thread 3, x=0.521752, f=0.786024
thread 3, x=0.521952, f=0.785895
thread 3, x=0.522152, f=0.785766
thread 1, x=-0.479348, f=0.813157
thread 1, x=-0.479148, f=0.813284
thread 0, x=-0.979598, f=0.510305
thread 0, x=-0.979398, f=0.510407
thread 1, x=-0.478948, f=0.813411
thread 1, x=-0.478748, f=0.813538
thread 1, x=-0.478548, f=0.813664
thread 2, x=0.019102, f=0.999635
thread 2, x=0.019302, f=0.999628
thread 2, x=0.019502, f=0.999620
thread 3, x=0.522352, f=0.785637
thread 3, x=0.522552, f=0.785508
thread 3, x=0.522752, f=0.785379
thread 3, x=0.522952, f=0.785250
thread 3, x=0.523152, f=0.785121
thread 3, x=0.523352, f=0.784992
thread 3, x=0.523552, f=0.784863
thread 0, x=-0.979198, f=0.510509
thread 1, x=-0.478348, f=0.813791
thread 0, x=-0.978998, f=0.510611
thread 2, x=0.019702, f=0.999612
thread 2, x=0.019902, f=0.999604
thread 2, x=0.020102, f=0.999596
thread 2, x=0.020302, f=0.999588
thread 0, x=-0.978798, f=0.510713
thread 0, x=-0.978598, f=0.510816
thread 0, x=-0.978398, f=0.510918
thread 1, x=-0.478148, f=0.813918
thread 3, x=0.523752, f=0.784734
thread 3, x=0.523952, f=0.784605
thread 3, x=0.524152, f=0.784476
thread 3, x=0.524352, f=0.784347
thread 3, x=0.524552, f=0.784218
thread 1, x=-0.477948, f=0.814044
thread 1, x=-0.477748, f=0.814171
thread 0, x=-0.978198, f=0.511020
thread 1, x=-0.477548, f=0.814298
thread 2, x=0.020502, f=0.999580
thread 1, x=-0.477348, f=0.814425
thread 1, x=-0.477148, f=0.814551
thread 1, x=-0.476948, f=0.814678
thread 1, x=-0.476748, f=0.814804
thread 1, x=-0.476548, f=0.814931
thread 0, x=-0.977998, f=0.511122
thread 2, x=0.020702, f=0.999572
thread 0, x=-0.977798, f=0.511224
thread 0, x=-0.977598, f=0.511327
thread 3, x=0.524752, f=0.784089
thread 1, x=-0.476348, f=0.815058
thread 3, x=0.524952, f=0.783960
thread 1, x=-0.476148, f=0.815184
thread 1, x=-0.475948, f=0.815311
thread 2, x=0.020902, f=0.999563
thread 2, x=0.021102, f=0.999555
thread 2, x=0.021302, f=0.999546
thread 2, x=0.021502, f=0.999538
thread 2, x=0.021702, f=0.999529
thread 1, x=-0.475748, f=0.815437
thread 1, x=-0.475548, f=0.815564
thread 0, x=-0.977398, f=0.511429
thread 0, x=-0.977198, f=0.511531
thread 3, x=0.525153, f=0.783831
thread 2, x=0.021902, f=0.999521
thread 3, x=0.525353, f=0.783702
thread 3, x=0.525553, f=0.783573
thread 3, x=0.525753, f=0.783444
thread 3, x=0.525953, f=0.783315
thread 1, x=-0.475348, f=0.815690
thread 2, x=0.022102, f=0.999512
thread 1, x=-0.475148, f=0.815817
thread 2, x=0.022302, f=0.999503
thread 3, x=0.526153, f=0.783186
thread 3, x=0.526353, f=0.783056
thread 3, x=0.526553, f=0.782927
thread 3, x=0.526753, f=0.782798
thread 2, x=0.022502, f=0.999494
thread 2, x=0.022702, f=0.999485
thread 2, x=0.022902, f=0.999476
thread 2, x=0.023102, f=0.999467
thread 2, x=0.023302, f=0.999457
thread 1, x=-0.474947, f=0.815943
thread 1, x=-0.474747, f=0.816070
thread 1, x=-0.474547, f=0.816196
thread 1, x=-0.474347, f=0.816323
thread 1, x=-0.474147, f=0.816449
thread 1, x=-0.473947, f=0.816576
thread 1, x=-0.473747, f=0.816702
thread 1, x=-0.473547, f=0.816829
thread 1, x=-0.473347, f=0.816955
thread 1, x=-0.473147, f=0.817081
thread 1, x=-0.472947, f=0.817208
thread 1, x=-0.472747, f=0.817334
thread 1, x=-0.472547, f=0.817460
thread 1, x=-0.472347, f=0.817587
thread 1, x=-0.472147, f=0.817713
thread 1, x=-0.471947, f=0.817839
thread 3, x=0.526953, f=0.782669
thread 1, x=-0.471747, f=0.817966
thread 1, x=-0.471547, f=0.818092
thread 1, x=-0.471347, f=0.818218
thread 0, x=-0.976998, f=0.511633
thread 2, x=0.023502, f=0.999448
thread 0, x=-0.976798, f=0.511736
thread 0, x=-0.976598, f=0.511838
thread 0, x=-0.976398, f=0.511940
thread 1, x=-0.471147, f=0.818344
thread 1, x=-0.470947, f=0.818470
thread 1, x=-0.470747, f=0.818597
thread 0, x=-0.976198, f=0.512043
thread 0, x=-0.975998, f=0.512145
thread 0, x=-0.975798, f=0.512248
thread 2, x=0.023702, f=0.999439
thread 0, x=-0.975598, f=0.512350
thread 0, x=-0.975398, f=0.512453
thread 1, x=-0.470547, f=0.818723
thread 3, x=0.527153, f=0.782540
thread 3, x=0.527353, f=0.782411
thread 3, x=0.527553, f=0.782282
thread 2, x=0.023902, f=0.999429
thread 2, x=0.024102, f=0.999419
thread 2, x=0.024302, f=0.999410
thread 2, x=0.024502, f=0.999400
thread 2, x=0.024702, f=0.999390
thread 2, x=0.024902, f=0.999380
thread 0, x=-0.975198, f=0.512555
thread 3, x=0.527753, f=0.782153
thread 3, x=0.527953, f=0.782023
thread 1, x=-0.470347, f=0.818849
thread 1, x=-0.470147, f=0.818975
thread 1, x=-0.469947, f=0.819101
thread 1, x=-0.469747, f=0.819227
thread 0, x=-0.974997, f=0.512657
thread 1, x=-0.469547, f=0.819354
thread 3, x=0.528153, f=0.781894
thread 3, x=0.528353, f=0.781765
thread 1, x=-0.469347, f=0.819480
thread 1, x=-0.469147, f=0.819606
thread 1, x=-0.468947, f=0.819732
thread 0, x=-0.974797, f=0.512760
thread 2, x=0.025103, f=0.999370
thread 3, x=0.528553, f=0.781636
thread 2, x=0.025303, f=0.999360
thread 2, x=0.025503, f=0.999350
thread 2, x=0.025703, f=0.999340
thread 2, x=0.025903, f=0.999330
thread 2, x=0.026103, f=0.999319
thread 2, x=0.026303, f=0.999309
thread 0, x=-0.974597, f=0.512863
thread 0, x=-0.974397, f=0.512965
thread 0, x=-0.974197, f=0.513068
thread 0, x=-0.973997, f=0.513170
thread 1, x=-0.468747, f=0.819858
thread 0, x=-0.973797, f=0.513273
thread 3, x=0.528753, f=0.781507
thread 0, x=-0.973597, f=0.513376
thread 0, x=-0.973397, f=0.513478
thread 0, x=-0.973197, f=0.513581
thread 0, x=-0.972997, f=0.513684
thread 2, x=0.026503, f=0.999298
thread 3, x=0.528953, f=0.781377
thread 0, x=-0.972797, f=0.513786
thread 0, x=-0.972597, f=0.513889
thread 0, x=-0.972397, f=0.513992
thread 0, x=-0.972197, f=0.514095
thread 2, x=0.026703, f=0.999287
thread 2, x=0.026903, f=0.999277
thread 2, x=0.027103, f=0.999266
thread 2, x=0.027303, f=0.999255
thread 3, x=0.529153, f=0.781248
thread 3, x=0.529353, f=0.781119
thread 3, x=0.529553, f=0.780990
thread 3, x=0.529753, f=0.780861
thread 2, x=0.027503, f=0.999244
thread 3, x=0.529953, f=0.780731
thread 0, x=-0.971997, f=0.514197
thread 0, x=-0.971797, f=0.514300
thread 0, x=-0.971597, f=0.514403
thread 1, x=-0.468547, f=0.819984
thread 0, x=-0.971397, f=0.514506
thread 1, x=-0.468347, f=0.820110
thread 3, x=0.530153, f=0.780602
thread 3, x=0.530353, f=0.780473
thread 2, x=0.027703, f=0.999233
thread 3, x=0.530553, f=0.780344
thread 3, x=0.530753, f=0.780214
thread 3, x=0.530953, f=0.780085
thread 3, x=0.531153, f=0.779956
thread 3, x=0.531353, f=0.779827
thread 2, x=0.027903, f=0.999222
thread 2, x=0.028103, f=0.999211
thread 2, x=0.028303, f=0.999200
thread 2, x=0.028503, f=0.999188
thread 2, x=0.028703, f=0.999177
thread 2, x=0.028903, f=0.999165
thread 2, x=0.029103, f=0.999154
thread 1, x=-0.468147, f=0.820236
thread 0, x=-0.971197, f=0.514609
thread 1, x=-0.467947, f=0.820362
thread 0, x=-0.970997, f=0.514712
thread 2, x=0.029303, f=0.999142
thread 3, x=0.531553, f=0.779697
thread 0, x=-0.970797, f=0.514815
thread 0, x=-0.970597, f=0.514918
thread 0, x=-0.970397, f=0.515020
thread 2, x=0.029503, f=0.999130
thread 2, x=0.029703, f=0.999119
thread 2, x=0.029903, f=0.999107
thread 2, x=0.030103, f=0.999095
thread 2, x=0.030303, f=0.999083
thread 2, x=0.030503, f=0.999070
thread 3, x=0.531753, f=0.779568
thread 2, x=0.030703, f=0.999058
thread 2, x=0.030903, f=0.999046
thread 2, x=0.031103, f=0.999034
thread 2, x=0.031303, f=0.999021
thread 2, x=0.031503, f=0.999009
thread 2, x=0.031703, f=0.998996
thread 2, x=0.031903, f=0.998983
thread 3, x=0.531953, f=0.779439
thread 1, x=-0.467747, f=0.820488
thread 0, x=-0.970197, f=0.515123
thread 0, x=-0.969997, f=0.515226
thread 1, x=-0.467547, f=0.820614
thread 3, x=0.532153, f=0.779310
thread 1, x=-0.467347, f=0.820740
thread 1, x=-0.467147, f=0.820866
thread 1, x=-0.466947, f=0.820992
thread 3, x=0.532353, f=0.779180
thread 1, x=-0.466747, f=0.821118
thread 1, x=-0.466547, f=0.821243
thread 1, x=-0.466347, f=0.821369
thread 0, x=-0.969797, f=0.515329
thread 2, x=0.032103, f=0.998970
thread 0, x=-0.969597, f=0.515432
thread 3, x=0.532553, f=0.779051
thread 0, x=-0.969397, f=0.515536
thread 0, x=-0.969197, f=0.515639
thread 1, x=-0.466147, f=0.821495
thread 3, x=0.532753, f=0.778922
thread 3, x=0.532953, f=0.778792
thread 3, x=0.533153, f=0.778663
thread 3, x=0.533353, f=0.778534
thread 2, x=0.032303, f=0.998958
thread 2, x=0.032503, f=0.998945
thread 2, x=0.032703, f=0.998932
thread 2, x=0.032903, f=0.998919
thread 2, x=0.033103, f=0.998905
thread 0, x=-0.968997, f=0.515742
thread 0, x=-0.968797, f=0.515845
thread 0, x=-0.968597, f=0.515948
thread 0, x=-0.968397, f=0.516051
thread 2, x=0.033303, f=0.998892
thread 0, x=-0.968197, f=0.516154
thread 0, x=-0.967997, f=0.516258
thread 3, x=0.533553, f=0.778404
thread 2, x=0.033503, f=0.998879
thread 2, x=0.033703, f=0.998865
thread 3, x=0.533753, f=0.778275
thread 3, x=0.533953, f=0.778146
thread 3, x=0.534153, f=0.778016
thread 3, x=0.534353, f=0.777887
thread 3, x=0.534553, f=0.777758
thread 3, x=0.534753, f=0.777628
thread 0, x=-0.967797, f=0.516361
thread 0, x=-0.967597, f=0.516464
thread 2, x=0.033903, f=0.998852
thread 0, x=-0.967397, f=0.516567
thread 3, x=0.534953, f=0.777499
thread 0, x=-0.967197, f=0.516671
thread 0, x=-0.966997, f=0.516774
thread 1, x=-0.465947, f=0.821621
thread 1, x=-0.465747, f=0.821747
thread 0, x=-0.966797, f=0.516877
thread 2, x=0.034103, f=0.998838
thread 2, x=0.034303, f=0.998825
thread 0, x=-0.966597, f=0.516980
thread 0, x=-0.966397, f=0.517084
thread 0, x=-0.966197, f=0.517187
thread 0, x=-0.965997, f=0.517291
thread 0, x=-0.965797, f=0.517394
thread 0, x=-0.965597, f=0.517497
thread 0, x=-0.965397, f=0.517601
thread 0, x=-0.965197, f=0.517704
thread 0, x=-0.964996, f=0.517808
thread 1, x=-0.465547, f=0.821873
thread 0, x=-0.964796, f=0.517911
thread 0, x=-0.964596, f=0.518015
thread 0, x=-0.964396, f=0.518118
thread 0, x=-0.964196, f=0.518222
thread 0, x=-0.963996, f=0.518326
thread 0, x=-0.963796, f=0.518429
thread 3, x=0.535154, f=0.777370
thread 0, x=-0.963596, f=0.518533
thread 0, x=-0.963396, f=0.518637
thread 2, x=0.034503, f=0.998811
thread 3, x=0.535354, f=0.777240
thread 3, x=0.535554, f=0.777111
thread 2, x=0.034703, f=0.998797
thread 2, x=0.034903, f=0.998783
thread 2, x=0.035104, f=0.998769
thread 2, x=0.035304, f=0.998755
thread 2, x=0.035504, f=0.998741
thread 2, x=0.035704, f=0.998727
thread 3, x=0.535754, f=0.776982
thread 3, x=0.535954, f=0.776852
thread 3, x=0.536154, f=0.776723
thread 3, x=0.536354, f=0.776593
thread 3, x=0.536554, f=0.776464
thread 3, x=0.536754, f=0.776335
thread 3, x=0.536954, f=0.776205
thread 1, x=-0.465347, f=0.821998
